run_id,approach,generator,repeat,question_id,category,difficulty,knowledge_type,classification,lexical_sim,semantic_sim,latency_ms,tokens_in,tokens_out,estimated_cost,source_covered,error,judge_claude-sonnet-4-6_correctness,judge_claude-sonnet-4-6_completeness,judge_claude-sonnet-4-6_groundedness,judge_claude-sonnet-4-6_clarity,judge_claude-sonnet-4-6_average,judge_gpt-5.5_correctness,judge_gpt-5.5_completeness,judge_gpt-5.5_groundedness,judge_gpt-5.5_clarity,judge_gpt-5.5_average,judge_grok-build-0.1_correctness,judge_grok-build-0.1_completeness,judge_grok-build-0.1_groundedness,judge_grok-build-0.1_clarity,judge_grok-build-0.1_average,panel_average,crossfamily_average
structured__claude-sonnet-4-6__r3__20260623T225737-71a7c0,structured,claude-sonnet-4-6,3,Q028,impact,medium,mixed,correct,0.316395,,12685.691,3,596,0.008949,1,,1,1,3,3,2.0,1,1,2,3,1.75,1,1,3,3,2.0,1.9167,1.875
structured__claude-sonnet-4-6__r3__20260623T225737-71a7c0,structured,claude-sonnet-4-6,3,Q029,discovery,easy,factual,correct,0.49593,,5279.035,973,263,0.006864,1,,2,2,3,3,2.5,1,1,1,3,1.5,2,1,2,3,2.0,2.0,1.75
structured__claude-sonnet-4-6__r3__20260623T225737-71a7c0,structured,claude-sonnet-4-6,3,Q030,discovery,medium,relational,partial,0.345705,,7407.251,624,308,0.006492,1,,1,0,3,3,1.75,1,0,3,3,1.75,2,1,3,3,2.25,1.9167,2.0
structured__claude-sonnet-4-6__r3__20260623T225737-71a7c0,structured,claude-sonnet-4-6,3,Q031,discovery,medium,operational,correct,0.4957,,4882.414,897,155,0.005016,1,,1,0,3,3,1.75,0,0,3,3,1.5,1,0,3,3,1.75,1.6667,1.625
structured__claude-sonnet-4-6__r3__20260623T225737-71a7c0,structured,claude-sonnet-4-6,3,Q032,discovery,easy,factual,partial,0.484237,,2383.872,684,96,0.003492,1,,3,3,3,3,3.0,3,3,3,3,3.0,3,3,3,3,3.0,3.0,3.0
structured__claude-sonnet-4-6__r3__20260623T225737-71a7c0,structured,claude-sonnet-4-6,3,Q033,discovery,hard,architectural,partial,0.338546,,10932.111,566,470,0.008748,1,,1,1,2,3,1.75,1,1,1,1,1.0,1,1,1,1,1.0,1.25,1.0
structured__claude-sonnet-4-6__r3__20260623T225737-71a7c0,structured,claude-sonnet-4-6,3,Q034,discovery,medium,operational,correct,0.520179,,4507.073,552,153,0.003951,1,,2,1,3,3,2.25,2,1,3,3,2.25,3,2,3,3,2.75,2.4167,2.5
structured__claude-sonnet-4-6__r3__20260623T225737-71a7c0,structured,claude-sonnet-4-6,3,Q035,ambiguous,medium,mixed,partial,0.307229,,14835.33,664,743,0.013137,1,,1,1,1,1,1.0,1,1,1,1,1.0,2,1,3,3,2.25,1.4167,1.625
structured__claude-sonnet-4-6__r3__20260623T225737-71a7c0,structured,claude-sonnet-4-6,3,Q036,ambiguous,hard,mixed,correct,0.325663,,13953.231,3,646,0.009699,1,,2,2,3,3,2.5,2,1,2,3,2.0,2,1,2,3,2.0,2.1667,2.0
structured__claude-sonnet-4-6__r3__20260623T225737-71a7c0,structured,claude-sonnet-4-6,3,Q037,ambiguous,hard,mixed,partial,0.442401,,6774.491,441,299,0.005808,1,,2,1,3,3,2.25,1,1,2,3,1.75,2,3,2,3,2.5,2.1667,2.125
structured__claude-sonnet-4-6__r3__20260623T225737-71a7c0,structured,claude-sonnet-4-6,3,Q038,ambiguous,easy,operational,partial,0.417582,,7813.865,363,352,0.006369,1,,1,1,3,3,2.0,1,1,2,3,1.75,3,1,3,3,2.5,2.0833,2.125
structured__claude-sonnet-4-6__r3__20260623T225737-71a7c0,structured,claude-sonnet-4-6,3,Q039,ambiguous,easy,operational,correct,0.469401,,4994.682,205,167,0.00312,1,,2,1,3,3,2.25,1,0,3,3,1.75,3,2,3,3,2.75,2.25,2.25
structured__claude-sonnet-4-6__r3__20260623T225737-71a7c0,structured,claude-sonnet-4-6,3,Q040,ambiguous,hard,mixed,correct,0.374855,,10555.446,3,511,0.007674,1,,2,2,3,3,2.5,2,1,2,3,2.0,2,2,3,3,2.5,2.3333,2.25
structured__claude-sonnet-4-6__r3__20260623T225737-71a7c0,structured,claude-sonnet-4-6,3,Q041,factual,easy,factual,correct,0.424566,,3857.916,507,129,0.003456,1,,3,3,3,3,3.0,3,3,3,3,3.0,3,3,3,3,3.0,3.0,3.0
structured__claude-sonnet-4-6__r3__20260623T225737-71a7c0,structured,claude-sonnet-4-6,3,Q042,explanatory,medium,architectural,partial,0.410501,,5108.558,562,210,0.004836,1,,1,1,3,3,2.0,1,0,3,3,1.75,2,1,3,3,2.25,2.0,2.0
structured__claude-sonnet-4-6__r3__20260623T225737-71a7c0,structured,claude-sonnet-4-6,3,Q043,factual,medium,relational,partial,0.410466,,4895.101,3,227,0.003414,1,,1,1,2,2,1.5,1,0,0,3,1.0,1,1,0,3,1.25,1.25,1.125
structured__claude-sonnet-4-6__r3__20260623T225737-71a7c0,structured,claude-sonnet-4-6,3,Q044,impact,hard,architectural,correct,0.357478,,8472.523,577,372,0.007311,1,,3,3,3,3,3.0,3,2,2,3,2.5,3,2,3,3,2.75,2.75,2.625
structured__claude-sonnet-4-6__r3__20260623T225737-71a7c0,structured,claude-sonnet-4-6,3,Q045,factual,easy,operational,incorrect,0.288077,,10110.184,622,482,0.009096,1,,1,1,3,3,2.0,1,1,2,3,1.75,1,1,3,3,2.0,1.9167,1.875
structured__claude-sonnet-4-6__r3__20260623T225737-71a7c0,structured,claude-sonnet-4-6,3,Q046,relational,hard,architectural,incorrect,0.268317,,16666.645,735,815,0.01443,1,,1,1,3,3,2.0,1,0,2,3,1.5,2,1,3,3,2.25,1.9167,1.875
structured__claude-sonnet-4-6__r3__20260623T225737-71a7c0,structured,claude-sonnet-4-6,3,Q047,factual,easy,factual,partial,0.545455,,3242.625,282,95,0.002271,1,,2,1,3,3,2.25,1,0,2,3,1.5,1,0,3,3,1.75,1.8333,1.625
structured__claude-sonnet-4-6__r3__20260623T225737-71a7c0,structured,claude-sonnet-4-6,3,Q048,explanatory,medium,operational,partial,0.380797,,7296.329,514,320,0.006342,1,,1,1,2,3,1.75,1,0,3,3,1.75,3,1,3,3,2.5,2.0,2.125
structured__claude-sonnet-4-6__r3__20260623T225737-71a7c0,structured,claude-sonnet-4-6,3,Q049,discovery,hard,mixed,incorrect,0.267308,,13575.653,867,629,0.012036,1,,2,2,3,3,2.5,1,1,1,3,1.5,1,1,1,3,1.5,1.8333,1.5
structured__claude-sonnet-4-6__r3__20260623T225737-71a7c0,structured,claude-sonnet-4-6,3,Q050,explanatory,easy,operational,correct,0.333514,,7670.583,923,316,0.007509,1,,1,1,3,3,2.0,1,0,1,3,1.25,3,2,3,3,2.75,2.0,2.0
structured__claude-sonnet-4-6__r3__20260623T225737-71a7c0,structured,claude-sonnet-4-6,3,Q051,explanatory,medium,architectural,partial,0.385576,,6439.507,567,235,0.005226,1,,0,0,2,3,1.25,1,0,3,3,1.75,2,1,3,3,2.25,1.75,2.0
structured__claude-sonnet-4-6__r3__20260623T225737-71a7c0,structured,claude-sonnet-4-6,3,Q052,factual,easy,factual,partial,0.475685,,4601.565,312,156,0.003276,1,,1,1,3,3,2.0,1,0,2,3,1.5,2,1,3,3,2.25,1.9167,1.875
structured__claude-sonnet-4-6__r3__20260623T225737-71a7c0,structured,claude-sonnet-4-6,3,Q053,impact,hard,architectural,partial,0.378403,,8797.497,549,376,0.007287,1,,1,1,2,3,1.75,1,1,2,3,1.75,2,1,3,3,2.25,1.9167,2.0
structured__claude-sonnet-4-6__r3__20260623T225737-71a7c0,structured,claude-sonnet-4-6,3,Q054,relational,medium,relational,partial,0.537514,,3983.385,572,137,0.003771,1,,2,3,3,3,2.75,2,2,3,3,2.5,2,2,3,3,2.5,2.5833,2.5
structured__claude-sonnet-4-6__r3__20260623T225737-71a7c0,structured,claude-sonnet-4-6,3,Q055,explanatory,hard,architectural,partial,0.448586,,7774.076,303,217,0.004164,1,,2,1,3,3,2.25,1,0,3,3,1.75,3,2,3,3,2.75,2.25,2.25
structured__claude-sonnet-4-6__r3__20260623T225737-71a7c0,structured,claude-sonnet-4-6,3,Q056,factual,easy,factual,incorrect,0.375613,,6212.383,3,223,0.003354,1,,2,1,3,3,2.25,1,0,3,3,1.75,2,1,3,3,2.25,2.0833,2.0
structured__claude-sonnet-4-6__r3__20260623T225737-71a7c0,structured,claude-sonnet-4-6,3,Q057,impact,hard,architectural,partial,0.368915,,9309.641,225,435,0.0072,1,,1,1,2,3,1.75,1,1,3,3,2.0,1,1,3,3,2.0,1.9167,2.0
structured__claude-sonnet-4-6__r3__20260623T225737-71a7c0,structured,claude-sonnet-4-6,3,Q058,factual,easy,factual,incorrect,0.331066,,6166.386,3,383,0.005754,1,,3,3,3,3,3.0,3,2,3,3,2.75,3,3,3,3,3.0,2.9167,2.875
structured__claude-sonnet-4-6__r3__20260623T225737-71a7c0,structured,claude-sonnet-4-6,3,Q059,relational,hard,mixed,incorrect,0.329779,,11558.79,511,520,0.009333,1,,1,1,3,3,2.0,1,0,1,3,1.25,2,1,3,3,2.25,1.8333,1.75
structured__claude-sonnet-4-6__r3__20260623T225737-71a7c0,structured,claude-sonnet-4-6,3,Q060,impact,easy,factual,partial,0.422101,,5233.124,222,169,0.003201,1,,1,1,3,3,2.0,1,0,3,3,1.75,2,1,3,3,2.25,2.0,2.0
structured__claude-sonnet-4-6__r3__20260623T225737-71a7c0,structured,claude-sonnet-4-6,3,Q061,relational,medium,relational,incorrect,0.330476,,8602.69,3,424,0.006369,1,,1,1,3,3,2.0,1,1,1,3,1.5,2,1,3,3,2.25,1.9167,1.875
structured__claude-sonnet-4-6__r3__20260623T225737-71a7c0,structured,claude-sonnet-4-6,3,Q062,explanatory,hard,mixed,partial,0.391497,,9573.76,3,415,0.006234,1,,1,1,2,3,1.75,1,1,1,3,1.5,2,1,2,3,2.0,1.75,1.75
structured__claude-sonnet-4-6__r3__20260623T225737-71a7c0,structured,claude-sonnet-4-6,3,Q063,relational,medium,relational,correct,0.39656,,7357.681,594,356,0.007122,1,,2,2,3,3,2.5,2,1,1,3,1.75,2,1,1,3,1.75,2.0,1.75
structured__claude-sonnet-4-6__r3__20260623T225737-71a7c0,structured,claude-sonnet-4-6,3,Q064,discovery,hard,architectural,partial,0.400356,,9713.224,3,408,0.006129,1,,2,1,3,3,2.25,2,1,2,3,2.0,2,1,3,3,2.25,2.1667,2.125
structured__claude-sonnet-4-6__r3__20260623T225737-71a7c0,structured,claude-sonnet-4-6,3,Q065,explanatory,medium,architectural,partial,0.480363,,4126.608,279,162,0.003267,1,,1,0,3,3,1.75,1,0,2,3,1.5,3,1,3,3,2.5,1.9167,2.0
structured__claude-sonnet-4-6__r3__20260623T225737-71a7c0,structured,claude-sonnet-4-6,3,Q066,discovery,medium,mixed,partial,0.417582,,6781.715,420,311,0.005925,1,,3,2,3,3,2.75,3,2,3,3,2.75,3,2,3,3,2.75,2.75,2.75
structured__claude-sonnet-4-6__r3__20260623T225737-71a7c0,structured,claude-sonnet-4-6,3,Q067,explanatory,hard,mixed,partial,0.363994,,10256.024,617,346,0.007041,1,,1,1,3,3,2.0,1,0,2,3,1.5,2,1,3,3,2.25,1.9167,1.875
structured__claude-sonnet-4-6__r3__20260623T225737-71a7c0,structured,claude-sonnet-4-6,3,Q068,impact,hard,mixed,partial,0.376461,,9923.948,563,465,0.008664,1,,1,1,2,3,1.75,1,1,1,3,1.5,1,1,1,3,1.5,1.5833,1.5
structured__claude-sonnet-4-6__r3__20260623T225737-71a7c0,structured,claude-sonnet-4-6,3,Q069,relational,easy,relational,partial,0.379687,,5922.939,3,255,0.003834,1,,1,2,1,3,1.75,2,2,1,3,2.0,2,2,1,3,2.0,1.9167,2.0
structured__claude-sonnet-4-6__r3__20260623T225737-71a7c0,structured,claude-sonnet-4-6,3,Q070,impact,hard,mixed,incorrect,0.294171,,13720.365,572,688,0.012036,1,,2,2,3,3,2.5,2,1,2,3,2.0,2,2,1,3,2.0,2.1667,2.0
structured__claude-sonnet-4-6__r3__20260623T225737-71a7c0,structured,claude-sonnet-4-6,3,Q071,relational,medium,relational,incorrect,0.303789,,11254.131,991,627,0.012378,1,,2,3,2,3,2.5,1,2,1,3,1.75,2,2,1,3,2.0,2.0833,1.875
structured__claude-sonnet-4-6__r3__20260623T225737-71a7c0,structured,claude-sonnet-4-6,3,Q072,ambiguous,medium,architectural,partial,0.330679,,12371.34,3,557,0.008364,1,,2,2,3,3,2.5,2,1,2,3,2.0,3,2,3,3,2.75,2.4167,2.375
structured__claude-sonnet-4-6__r3__20260623T225737-71a7c0,structured,claude-sonnet-4-6,3,Q073,discovery,easy,factual,partial,0.389368,,5514.234,168,238,0.004074,1,,2,1,3,3,2.25,2,1,3,3,2.25,1,1,3,3,2.0,2.1667,2.125
structured__claude-sonnet-4-6__r3__20260623T225737-71a7c0,structured,claude-sonnet-4-6,3,Q074,ambiguous,hard,architectural,partial,0.350923,,13461.404,3,611,0.009174,1,,3,3,2,3,2.75,2,2,1,3,2.0,2,2,1,3,2.0,2.25,2.0
structured__claude-sonnet-4-6__r3__20260623T225737-71a7c0,structured,claude-sonnet-4-6,3,Q075,discovery,medium,mixed,partial,0.37981,,7390.57,731,341,0.007308,1,,2,2,3,3,2.5,2,1,3,3,2.25,3,2,3,3,2.75,2.5,2.5
structured__claude-sonnet-4-6__r3__20260623T225737-71a7c0,structured,claude-sonnet-4-6,3,Q076,discovery,hard,architectural,correct,0.35559,,11146.381,681,473,0.009138,1,,1,1,2,3,1.75,0,0,0,3,0.75,1,1,2,3,1.75,1.4167,1.25
structured__claude-sonnet-4-6__r3__20260623T225737-71a7c0,structured,claude-sonnet-4-6,3,Q077,explanatory,medium,relational,partial,0.472127,,6446.583,171,227,0.003918,1,,2,2,3,3,2.5,3,2,3,3,2.75,2,1,3,3,2.25,2.5,2.5
structured__claude-sonnet-4-6__r3__20260623T225737-71a7c0,structured,claude-sonnet-4-6,3,Q078,ambiguous,medium,architectural,partial,0.405405,,8786.335,562,373,0.007281,1,,2,1,3,3,2.25,1,1,3,3,2.0,2,1,3,3,2.25,2.1667,2.125
structured__claude-sonnet-4-6__r3__20260623T225737-71a7c0,structured,claude-sonnet-4-6,3,Q079,impact,hard,operational,partial,0.392633,,8584.781,312,397,0.006891,1,,2,2,3,3,2.5,2,1,3,3,2.25,2,1,3,3,2.25,2.3333,2.25
structured__claude-sonnet-4-6__r3__20260623T225737-71a7c0,structured,claude-sonnet-4-6,3,Q080,ambiguous,easy,architectural,partial,0.412394,,7324.51,566,359,0.007083,1,,3,2,3,3,2.75,3,2,3,3,2.75,3,2,3,3,2.75,2.75,2.75
structured__claude-sonnet-4-6__r3__20260623T225737-71a7c0,structured,claude-sonnet-4-6,3,Q081,relational,hard,architectural,incorrect,0.177985,,17328.345,924,925,0.016647,1,,2,2,3,3,2.5,1,1,0,3,1.25,1,1,3,3,2.0,1.9167,1.625
structured__claude-sonnet-4-6__r3__20260623T225737-71a7c0,structured,claude-sonnet-4-6,3,Q082,discovery,hard,mixed,incorrect,0.192879,,15205.112,3,894,0.013419,1,,2,2,3,3,2.5,1,1,1,3,1.5,1,1,1,3,1.5,1.8333,1.5
structured__claude-sonnet-4-6__r3__20260623T225737-71a7c0,structured,claude-sonnet-4-6,3,Q083,impact,hard,operational,incorrect,0.255336,,11070.412,3,558,0.008379,1,,1,1,2,3,1.75,2,1,2,3,2.0,2,1,3,3,2.25,2.0,2.125
structured__claude-sonnet-4-6__r3__20260623T225737-71a7c0,structured,claude-sonnet-4-6,3,Q084,factual,medium,factual,incorrect,0.315722,,7256.243,3,357,0.005364,1,,2,2,3,3,2.5,3,2,3,3,2.75,2,2,3,3,2.5,2.5833,2.625
structured__claude-sonnet-4-6__r3__20260623T225737-71a7c0,structured,claude-sonnet-4-6,3,Q085,explanatory,easy,architectural,incorrect,0.29925,,8590.086,635,497,0.00936,1,,3,3,3,3,3.0,3,2,3,3,2.75,3,2,3,3,2.75,2.8333,2.75
structured__claude-sonnet-4-6__r3__20260623T225737-71a7c0,structured,claude-sonnet-4-6,3,Q086,factual,easy,factual,partial,0.463547,,5223.293,3,165,0.002484,1,,1,1,1,1,1.0,3,3,3,3,3.0,3,2,3,3,2.75,2.25,2.875
structured__claude-sonnet-4-6__r3__20260623T225737-71a7c0,structured,claude-sonnet-4-6,3,Q087,impact,hard,architectural,partial,0.328659,,10394.068,3,450,0.006759,1,,2,2,3,3,2.5,2,1,2,3,2.0,2,1,3,3,2.25,2.25,2.125
structured__claude-sonnet-4-6__r3__20260623T225737-71a7c0,structured,claude-sonnet-4-6,3,Q088,explanatory,medium,mixed,partial,0.338187,,14952.402,3,404,0.006069,1,,3,3,3,3,3.0,3,2,3,3,2.75,3,2,3,3,2.75,2.8333,2.75
structured__claude-sonnet-4-6__r3__20260623T225737-71a7c0,structured,claude-sonnet-4-6,3,Q089,factual,easy,factual,incorrect,0.31675,,6121.334,3,214,0.003219,1,,1,1,3,3,2.0,1,0,3,3,1.75,3,2,3,3,2.75,2.1667,2.25
structured__claude-sonnet-4-6__r3__20260623T225737-71a7c0,structured,claude-sonnet-4-6,3,Q090,explanatory,medium,architectural,partial,0.416607,,4804.407,186,203,0.003603,1,,0,0,3,3,1.5,1,0,3,3,1.75,3,2,3,3,2.75,2.0,2.25
structured__claude-sonnet-4-6__r3__20260623T225737-71a7c0,structured,claude-sonnet-4-6,3,Q091,explanatory,easy,architectural,incorrect,0.249733,,11552.887,988,636,0.012504,1,,3,3,2,3,2.75,2,2,1,3,2.0,3,3,1,3,2.5,2.4167,2.25
structured__claude-sonnet-4-6__r3__20260623T225737-71a7c0,structured,claude-sonnet-4-6,3,Q092,explanatory,medium,architectural,partial,0.337079,,9843.067,3,428,0.006429,1,,3,3,3,3,3.0,3,2,3,3,2.75,3,2,3,3,2.75,2.8333,2.75
structured__claude-sonnet-4-6__r3__20260623T225737-71a7c0,structured,claude-sonnet-4-6,3,Q093,factual,easy,factual,incorrect,0.303433,,6705.429,3,376,0.005649,1,,3,3,3,3,3.0,2,2,2,3,2.25,2,2,3,3,2.5,2.5833,2.375
structured__claude-sonnet-4-6__r3__20260623T225737-71a7c0,structured,claude-sonnet-4-6,3,Q094,discovery,medium,mixed,partial,0.413621,,5268.65,3,176,0.002649,1,,2,1,3,3,2.25,1,1,3,3,2.0,1,1,3,3,2.0,2.0833,2.0
structured__claude-sonnet-4-6__r3__20260623T225737-71a7c0,structured,claude-sonnet-4-6,3,Q095,impact,medium,operational,incorrect,0.292178,,13049.969,3,639,0.009594,1,,3,3,3,3,3.0,2,3,2,3,2.5,3,3,2,3,2.75,2.75,2.625
structured__claude-sonnet-4-6__r3__20260623T225737-71a7c0,structured,claude-sonnet-4-6,3,Q096,relational,medium,architectural,incorrect,0.297914,,13109.077,822,662,0.012396,1,,3,3,3,3,3.0,2,2,1,3,2.0,2,2,1,3,2.0,2.3333,2.0
structured__claude-sonnet-4-6__r3__20260623T225737-71a7c0,structured,claude-sonnet-4-6,3,Q097,discovery,hard,architectural,partial,0.388473,,7231.578,220,293,0.005055,1,,1,1,2,3,1.75,1,1,3,3,2.0,1,1,3,3,2.0,1.9167,2.0
structured__claude-sonnet-4-6__r3__20260623T225737-71a7c0,structured,claude-sonnet-4-6,3,Q098,factual,easy,factual,partial,0.441558,,2384.019,132,57,0.001251,0,,0,0,1,3,1.0,1,0,3,3,1.75,0,0,3,3,1.5,1.4167,1.625
structured__claude-sonnet-4-6__r3__20260623T225737-71a7c0,structured,claude-sonnet-4-6,3,Q099,ambiguous,hard,mixed,partial,0.283992,,12741.802,3,627,0.009414,1,,2,2,3,3,2.5,2,2,2,3,2.25,2,2,3,3,2.5,2.4167,2.375
structured__claude-sonnet-4-6__r3__20260623T225737-71a7c0,structured,claude-sonnet-4-6,3,Q100,impact,hard,mixed,partial,0.336465,,9187.953,562,442,0.008316,1,,1,1,2,2,1.5,1,0,2,3,1.5,1,1,3,3,2.0,1.6667,1.75
structured__claude-sonnet-4-6__r3__20260623T225737-71a7c0,structured,claude-sonnet-4-6,3,Q101,ambiguous,medium,operational,partial,0.442368,,4901.689,3,174,0.002619,1,,2,1,3,3,2.25,1,0,3,3,1.75,2,1,3,3,2.25,2.0833,2.0
structured__claude-sonnet-4-6__r3__20260623T225737-71a7c0,structured,claude-sonnet-4-6,3,Q102,factual,easy,factual,incorrect,0.365927,,8048.321,3,329,0.004944,1,,1,1,2,3,1.75,1,1,1,3,1.5,1,1,1,3,1.5,1.5833,1.5
structured__claude-sonnet-4-6__r3__20260623T225737-71a7c0,structured,claude-sonnet-4-6,3,Q103,relational,hard,architectural,correct,0.372529,,6972.47,488,351,0.006729,1,,1,1,3,3,2.0,1,1,2,3,1.75,1,1,3,3,2.0,1.9167,1.875
structured__claude-sonnet-4-6__r3__20260623T225737-71a7c0,structured,claude-sonnet-4-6,3,Q104,ambiguous,hard,operational,partial,0.401507,,7698.115,203,296,0.005049,1,,1,1,2,3,1.75,2,1,3,3,2.25,2,1,3,3,2.25,2.0833,2.25
structured__claude-sonnet-4-6__r3__20260623T225737-71a7c0,structured,claude-sonnet-4-6,3,Q105,discovery,hard,architectural,partial,0.319231,,8992.893,559,383,0.007422,1,,1,1,3,3,2.0,1,0,3,3,1.75,2,1,3,3,2.25,2.0,2.0
structured__claude-sonnet-4-6__r3__20260623T225737-71a7c0,structured,claude-sonnet-4-6,3,Q106,factual,easy,factual,partial,0.427454,,4756.947,229,150,0.002937,1,,2,1,3,3,2.25,1,0,3,3,1.75,3,2,3,3,2.75,2.25,2.25
structured__claude-sonnet-4-6__r3__20260623T225737-71a7c0,structured,claude-sonnet-4-6,3,Q107,impact,hard,operational,incorrect,0.286145,,13892.348,3,639,0.009594,1,,3,3,3,3,3.0,3,2,2,3,2.5,3,2,2,3,2.5,2.6667,2.5
structured__claude-sonnet-4-6__r3__20260623T225737-71a7c0,structured,claude-sonnet-4-6,3,Q108,factual,easy,factual,partial,0.515419,,3666.123,335,83,0.00225,1,,1,1,3,3,2.0,1,0,3,3,1.75,3,1,3,3,2.5,2.0833,2.125
structured__claude-sonnet-4-6__r3__20260623T225737-71a7c0,structured,claude-sonnet-4-6,3,Q109,ambiguous,hard,mixed,partial,0.434251,,8100.983,174,307,0.005127,1,,1,1,3,3,2.0,1,0,2,3,1.5,2,1,3,3,2.25,1.9167,1.875
structured__claude-sonnet-4-6__r3__20260623T225737-71a7c0,structured,claude-sonnet-4-6,3,Q110,explanatory,medium,architectural,partial,0.446712,,6984.907,569,307,0.006312,1,,2,2,3,3,2.5,1,1,3,3,2.0,3,2,3,3,2.75,2.4167,2.375
structured__claude-sonnet-4-6__r3__20260623T225737-71a7c0,structured,claude-sonnet-4-6,3,Q111,relational,medium,relational,incorrect,0.294514,,13272.873,3,667,0.010014,1,,2,2,3,3,2.5,1,1,2,3,1.75,2,2,2,3,2.25,2.1667,2.0
structured__claude-sonnet-4-6__r3__20260623T225737-71a7c0,structured,claude-sonnet-4-6,3,Q112,relational,medium,relational,incorrect,0.292092,,11442.17,3,530,0.007959,1,,1,1,3,3,2.0,1,1,3,3,2.0,3,1,3,3,2.5,2.1667,2.25
structured__claude-sonnet-4-6__r3__20260623T225737-71a7c0,structured,claude-sonnet-4-6,3,Q113,discovery,hard,architectural,partial,0.305751,,12352.84,555,540,0.009765,1,,1,1,2,3,1.75,2,1,3,3,2.25,2,1,3,3,2.25,2.0833,2.25
structured__claude-sonnet-4-6__r3__20260623T225737-71a7c0,structured,claude-sonnet-4-6,3,Q114,impact,medium,operational,partial,0.372138,,8268.931,432,354,0.006606,1,,1,1,2,3,1.75,1,1,3,3,2.0,2,1,3,3,2.25,2.0,2.125
structured__claude-sonnet-4-6__r3__20260623T225737-71a7c0,structured,claude-sonnet-4-6,3,Q115,relational,easy,relational,incorrect,0.308518,,12011.3,3,675,0.010134,1,,2,3,2,3,2.5,2,2,2,3,2.25,3,2,2,3,2.5,2.4167,2.375
structured__claude-sonnet-4-6__r3__20260623T225737-71a7c0,structured,claude-sonnet-4-6,3,Q116,factual,easy,factual,partial,0.408441,,6542.951,3,305,0.004584,1,,3,3,3,3,3.0,3,2,3,3,2.75,3,3,3,3,3.0,2.9167,2.875
structured__claude-sonnet-4-6__r3__20260623T225737-71a7c0,structured,claude-sonnet-4-6,3,Q117,ambiguous,hard,mixed,partial,0.322427,,21991.321,3,582,0.008739,1,,2,2,3,3,2.5,2,1,2,3,2.0,2,2,3,3,2.5,2.3333,2.25
structured__claude-sonnet-4-6__r3__20260623T225737-71a7c0,structured,claude-sonnet-4-6,3,Q118,factual,easy,factual,incorrect,0.378482,,4662.388,217,175,0.003276,1,,2,1,3,3,2.25,1,0,3,3,1.75,3,2,3,3,2.75,2.25,2.25
structured__claude-sonnet-4-6__r3__20260623T225737-71a7c0,structured,claude-sonnet-4-6,3,Q119,discovery,hard,architectural,partial,0.43787,,7496.127,203,322,0.005439,1,,1,1,2,3,1.75,2,1,3,3,2.25,2,1,3,3,2.25,2.0833,2.25
structured__claude-sonnet-4-6__r3__20260623T225737-71a7c0,structured,claude-sonnet-4-6,3,Q120,impact,hard,operational,partial,0.457819,,7054.3,223,307,0.005274,1,,1,1,3,3,2.0,1,0,3,3,1.75,1,0,3,3,1.75,1.8333,1.75
structured__gpt-5-5__r1__20260621T032528-4ec9ce,structured,gpt-5.5,1,Q001,factual,easy,factual,correct,0.514563,,1967.201,1746,55,0.009555,1,,3,2,3,3,2.75,3,2,3,3,2.75,3,2,3,3,2.75,2.75,2.75
structured__gpt-5-5__r1__20260621T032528-4ec9ce,structured,gpt-5.5,1,Q002,factual,easy,factual,correct,0.507223,,4135.256,1543,197,0.01067,1,,2,1,3,2,2.0,2,1,3,3,2.25,2,2,3,3,2.5,2.25,2.25
structured__gpt-5-5__r1__20260621T032528-4ec9ce,structured,gpt-5.5,1,Q003,factual,easy,factual,correct,0.466667,,2459.63,1357,139,0.00887,1,,3,2,3,3,2.75,3,2,3,3,2.75,3,2,3,3,2.75,2.75,2.75
structured__gpt-5-5__r1__20260621T032528-4ec9ce,structured,gpt-5.5,1,Q004,factual,easy,factual,correct,0.524181,,2851.652,733,131,0.00563,1,,3,3,3,3,3.0,3,2,1,3,2.25,3,2,1,3,2.25,2.5,2.625
structured__gpt-5-5__r1__20260621T032528-4ec9ce,structured,gpt-5.5,1,Q005,factual,easy,factual,partial,0.46729,,2876.973,309,124,0.003405,1,,1,1,3,3,2.0,1,0,2,3,1.5,1,0,3,3,1.75,1.75,1.875
structured__gpt-5-5__r1__20260621T032528-4ec9ce,structured,gpt-5.5,1,Q006,factual,easy,factual,incorrect,0.369122,,6368.363,472,431,0.008825,1,,1,1,3,2,1.75,1,1,3,3,2.0,1,0,3,3,1.75,1.8333,1.75
structured__gpt-5-5__r1__20260621T032528-4ec9ce,structured,gpt-5.5,1,Q007,factual,medium,factual,partial,0.436421,,3085.387,147,119,0.00252,1,,1,1,3,2,1.75,1,1,3,3,2.0,1,1,3,3,2.0,1.9167,1.875
structured__gpt-5-5__r1__20260621T032528-4ec9ce,structured,gpt-5.5,1,Q008,relational,medium,relational,partial,0.38,,4737.614,477,293,0.00678,1,,1,0,2,2,1.25,1,0,3,3,1.75,1,1,3,3,2.0,1.6667,1.625
structured__gpt-5-5__r1__20260621T032528-4ec9ce,structured,gpt-5.5,1,Q009,relational,easy,relational,correct,0.452229,,3373.38,1749,193,0.01164,1,,3,2,3,2,2.5,3,2,3,3,2.75,3,1,3,2,2.25,2.5,2.375
